text,prediction
"Очередного закладчика задержали в Шымкенте.
 
34-летнего жителя города полицейские задержали с поличными во время его очередной закладки синтетических наркотиков. В кармане у него обнаружили и изъяли 6 свертков с наркотическим веществом, еще 13 он успел спрятать в тайниках на территории города. 
 
Экспертиза показала, что вес “синтетики” составляет более 20 грамм. 
 
По факту в настоящее время проводится досудебное расследование по статье 297 УК РК. 
 
Полицейские предупреждают, что любое незаконное обращение с наркотическими средствами влечет уголовную ответственность.",0
"#Repost @taunewskz with @use.repost
・・・
Анатолий Зерниченко, наслушавшись в интернете лекций псевдопроповедников, выложил на своей социальной странице призыв к убийству. 
Сегодня он отбывает за это судебный срок и переживает о маленькой дочке и жене, которая, идя у него на поводу, покрылась и может стать легкой добычей для радикалов.

@shymkent.din 
@kuis_kz 
@qriim_mvdrk 

#taunews#казахстан#астана#алматы#религия#дрт#видео#новости
@makinsk_blog @makinsklife_ @bulandy_info @privet_makinsk",0
"Способ борьбы с продажей детей в Казахстане предложил депутат. 

Депутат Мажилиса Константин Авершин выдвинул предложение присваивать новорожденным ИИН в роддоме. 
 
В своем депутатском запросе премьер-министру о проблеме торговли детьми мажилисмен сообщил несколько предложений по устранению и недопущению нарушений. 
 
""Торговля детьми является проблемой многих стран, и Казахстан, к сожалению, не исключение. Шесть лет назад прогремело несколько судебных дел о торговле детьми. Самыми громкими из которых были судебные процессы в Алматы и Шымкенте. И хотя в 2019 году в Казахстане ужесточили наказание за торговлю людьми, увеличив нижние пределы наказания, а также исключив возможность примирения сторон по таким делам, ситуация если и улучшилось, то ненамного. Даже угроза сурового наказания не останавливает торговцев живым товаром"", -сказал Авершин.",0
"56 уголовных дел возбуждено в отношении должностных лиц акиматов пяти регионов и землепользователей после проверок – Генпрокуратура.

Под председательством генерального Прокурора Берика Асылова состоялось заседание коллегии по вопросам соблюдения законности в земельной сфере. Асылов сообщил, что в этом году государству возвращены неиспользуемые 1,5 млн га земли, возбуждено 56 уголовных дел в отношении должностных лиц акиматов пяти регионов и землепользователей еще пяти областей после проверок.

«Совместно с Минсельхозом сокращен дефицит общественных пастбищ с 29 до 8 млн га. В СКО, Акмолинской и Алматинской областях 11 тысячам пайщикам возвращены свыше 500 тысяч га земель. Проверками выявлены находящиеся в распоряжении олигополий лучшие и плодородные сельхозземли, пастбища и коммерческие участки, из которых уже изъято в пользу государства 145 тысяч га», - сообщила пресс-служба надзорного органа.

По итогам проверок возбуждено 56 уголовных дел в отношении должностных лиц управлений земельных отношений и сельского хозяйства акиматов города Шымкент, Акмолинской, Атырауской, Алматинской и Туркестанской областей, а также отдельных землепользователей Восточно-Казахстанской, Западно-Казахстанской, Северо-Казахстанской, Мангистауской и Кызылординской областей. На сегодняшний день осуждены девять человек.

«К примеру, в СКО к 6 годам лишения свободы осужден руководитель предприятия за мошеннические действия с землями свыше 800 пайшиков», - привели пример в Генпрокуратуре.

Берик Асылов обратил внимание на важность работы уполномоченных органов по управлению пастбищами, недопущению концентрации крупных участков в одних руках и усилению контроля за паевыми землями, исключив любые «серые» схемы, в т.ч. посредством СПК. Перед министерством сельского хозяйства поставлена задача по устранению нарушений законности с составлением конкретного плана действий.",0
"Шымкенттік полицейлер жастарды салауатты өмір салтын ұстануға шақырды

 Шымкент қаласы Полиция департаменті Есірткі қылмысына қарсы күрес басқармасының қызметкерлері Жастар ресурстық орталығымен бірге жастар арасында нашақорлықтың, маскүнемдіктің алдын алу жастарды спортқа баулу мақсатында студенттермен кездесу өткізді. 
Басқосудың негізгі мақсаты - жастар мәдениеті, соның ішінде салауатты өмір салтын насихаттау, нашақорлықтың алдын алу, жастарды зиянды әдеттерден бойын аулақ ұстауға шақыру болып табылады.
Іс-шараға Шымкент қаласының Полиция департаменті тарапынан Есірткі қылмысна қарсы іс-қимыл басқармасының жедел уәкілі полиция майоры Бауыржан Карбеков және Мирас университетінің студенттері қатысты. 
Кездесу аясында жастар арасында нашақорлық, жайында толыққанды мағлұмат берді. Сала мамандары нашақорлық індеті жер бетінде миллиондаған адамның өмірін жалмап жатқанын және аталған індеттің шекараны, жасты, нәсілді талғамайтынына тоқталды. Сонымен қатар, есірткіден бойды аулақ салудың маңызын, салауатты өмір сүру салтын ұстанудың маңызды екендігін жеткізді.

Шымкент қаласы Полиция департаментінің Баспасөз қызметі
*************************************
Встречу по профилактике наркомании провели полицейские со студентами в Шымкенте

 Сотрудниками Управления по противодействию наркопреступности Департамента полиции города Шымкент совместно с Молодежным ресурсным центром проведена встреча со студентами по профилактике наркомании, алкоголизма среди молодежи. 
Основной целью встречи является пропаганда здорового образа жизни, призыв молодежи к воздержанию от вредных привычек, приобщение их к спорту.
В мероприятии приняли участие оперуполномоченный Управления по противодействию наркопреступности майор полиции Бауыржан Карбеков и студенты университета Мирас.

Пресс-служба Департамента полиции города Шымкент",0
"Шымкенттік полицейлер жастарды нашақорлыққа қарсы болуға шақырды

 Шымкент қаласы Полиция департаменті Есірткі қылмысына қарсы күрес басқармасының қызметкерлері жастар арасында нашақорлықтың, маскүнемдіктің алдын алу, жастарды спортқа баулу мақсатында студенттермен кездесу өткізді. 
Басқосудың негізгі мақсаты - жастар мәдениеті, соның ішінде салауатты өмір салтын насихаттау, нашақорлықтың алдын алу, жастарды зиянды әдеттерден бойын аулақ ұстауға шақыру болып табылады.
Іс-шараға Шымкент қаласының Полиция департаменті тарапынан Есірткі қылмысна қарсы іс-қимыл басқармасының жедел уәкілі полиция майоры Бауыржан Карбеков және Медициналық академиясының студенттері қатысты. 
Кездесу аясында жастар арасында нашақорлық, жайында толыққанды мағлұмат берді. Сала мамандары нашақорлық індеті жер бетінде миллиондаған адамның өмірін жалмап жатқанын және аталған індеттің шекараны, жасты, нәсілді талғамайтынына тоқталды. Сонымен қатар, есірткіден бойды аулақ салудың маңызын, салауатты өмір сүру салтын ұстанудың маңызды екендігін жеткізді.

Шымкент қаласы Полиция департаментінің Баспасөз қызметі
***********************************************
Встречу по профилактике наркомании провели полицейские со студентами в Шымкенте

 Сотрудниками Управления по противодействию наркопреступности Департамента полиции города Шымкент проведена встреча со студентами по профилактике наркомании, алкоголизма среди молодежи. 
Основной целью встречи является пропаганда здорового образа жизни, призыв молодежи к воздержанию от вредных привычек, приобщение их к спорту.
В мероприятии приняли участие оперуполномоченный Управления по противодействию наркопреступности майор полиции Бауыржан Карбеков и студенты Медакадемии. 

Пресс-служба Департамента полиции города Шымкент",0
"Шымкент: Тергеу саласындағы заңбұзушылықтарға жол бермеу бойынша дөңгелек үстел өтті

 2022 жылдың 13-қыркүйегінде Әл-Фараби ауданы полиция басқармасының мәжіліс залында Шымкент қаласы Полиция департаментінің бастығы полиция генерал-майоры Қ.Дәлбековтың төрағалығымен дөңгелек үстел өтті. 
 Басқосуға Шымкент қаласы прокурорының орынбасары Е. Марат, мамандандырылған тергеу сотының төрағасы Ғ.Мыңбатыров, мамандандырылған тергеу сотының судьясы Н.Айнабеков арнайы қатысты. Сондай-ақ, іс-шараға тергеу, анықтау және криминалистика салаларының қызметкерлері шақырылған. 
 Дөңгелек үстелде сөз алған Тергеу басқармасының бастығы полиция полковнигі Д.Абдраманов заңсыз есірткі айналымына қатысты қылмыстық істерді тергеу барысында заңдылықтың сақталуын, оқиға орнын қарау, айғақты заттарды алу және тінтуді жүргізуді талдау тақырыбын қозғады. 
 Жиынға қатысушылар кездесу соңында аса ауыр санатты қылмыстардың дер кезінде ашылуы үшін жаңа міндеттерді жүктеп, шұғыл шешімдер қабылданды.

Шымкент қаласы Полиция департаментінің Баспасөз қызметі",0
"Шымкенттік полицейлер оқушыларға салауатты өмір салтын ұстануға шақырды
 Шымкент қаласы Полиция департаменті Есірткі қылмысына қарсы күрес басқармасының қызметкерлері Шаңырақ шағынауданында орналасқан №134 жалпы орта мектебінің оқушыларына нашақорлықтың, маскүнемдіктің алдын алу, жастарды спортқа баулу мақсатында кездесу өткізді. 
 Басқосудың негізгі мақсаты – оқушылар арасында салауатты өмір салтын насихаттау, нашақорлықтың алдын алу, жастарды зиянды әдеттерден бойын аулақ ұстауға шақыру болып табылады.
 Кездесу аясында нашақорлық жайында толыққанды мағлұмат берді. Сала мамандары нашақорлық індеті жер бетінде миллиондаған адамның өмірін жалмап жатқанын және аталған індеттің шекараны, жасты, нәсілді талғамайтынына тоқталды. Сонымен қатар, есірткіден бойды аулақ салудың маңызын, салауатты өмір сүру салтын ұстанудың маңызды екендігін жеткізді.
Шымкент қаласы Полиция департаментінің Баспасөз қызметі
****************************
В Шымкенте проведена разъяснительная работа по профилактике наркомании среди подростков

Сотрудниками Управления по противодействию наркопреступности ДП г.Шымкент была проведена встреча по профилактике наркозависимости для учащихся школы №134.

В ходе встречи полицейские 
 призвали подростков воздержаться от вредных привычек, наркотиков и интернет-зависимости. 
Также ребятам было разъяснено, что потребление наркотиков представляет собой угрозу для личной жизни, семьи и общества.
Работы в данном направлении будут продолжаться.

Пресс-служба Департамента полиции города Шымкент",0
"Шымкенттік полицейлер жастарды нашақорлыққа қарсы болуға шақырды

 Шымкент қаласы Полиция департаменті Есірткі қылмысына қарсы күрес басқармасының қызметкерлері Жастар ресурстық орталығымен бірге жастар арасында нашақорлықтың, маскүнемдіктің алдын алу жастарды спортқа баулу мақсатында студенттермен кездесу өткізді. 
Басқосудың негізгі мақсаты - жастар мәдениеті, соның ішінде салауатты өмір салтын насихаттау, нашақорлықтың алдын алу, жастарды зиянды әдеттерден бойын аулақ ұстауға шақыру болып табылады.
Іс-шараға Шымкент қаласының Полиция департаменті тарапынан Есірткі қылмысна қарсы іс-қимыл басқармасының жедел уәкілі полиция майоры Бауыржан Карбеков және ОҚМПУ-нің студенттері қатысты. 
Кездесу аясында жастар арасында нашақорлық, жайында толыққанды мағлұмат берді. Сала мамандары нашақорлық індеті жер бетінде миллиондаған адамның өмірін жалмап жатқанын және аталған індеттің шекараны, жасты, нәсілді талғамайтынына тоқталды. Сонымен қатар, есірткіден бойды аулақ салудың маңызын, салауатты өмір сүру салтын ұстанудың маңызды екендігін жеткізді.

Шымкент қаласы Полиция департаментінің Баспасөз қызметі
***********************************************
Встречу по профилактике наркомании провели полицейские со студентами в Шымкенте

 Сотрудниками Управления по противодействию наркопреступности Департамента полиции города Шымкент совместно с Молодежным ресурсным центром проведена встреча со студентами по профилактике наркомании, алкоголизма среди молодежи. 
Основной целью встречи является пропаганда здорового образа жизни, призыв молодежи к воздержанию от вредных привычек, приобщение их к спорту.
В мероприятии приняли участие оперуполномоченный Управления по противодействию наркопреступности майор полиции Бауыржан Карбеков и студенты ЮКГПУ. 

Пресс-служба Департамента полиции города Шымкент",0
"В Шымкенте жертвы финансовой пирамиды ""Гарант 24 Ломбард"" собрались у здания Аль-Фарабийского районного суда с требованием привлечь к ответственности всех сотрудников компании, передает корреспондент Tengrinews.kz.

Вкладчики ""Гарант 24 Ломбард"" требуют привлечь к ответственности не только руководителей, но и менеджеров и кассиров. Пострадавшие собрались возле здания суда, где рассматривается дело. По словам обманутых шымкентцев, они поверили громким обещаниям прибыли до 35 процентов в месяц. Вкладчики добровольно отнесли в ломбарды от 300 тысяч до 58 миллионов тенге.

""В поиске справедливости у меня начались проблемы со здоровьем, теперь хожу с тростью. Сегодня мы собрались у здания суда, потому что ни один менеджер, ни один кассир ""Гарант 24 Ломбард"" не был признан подозреваемым и не проходил по делу. Данное уголовное дело не было до конца расследовано в Шымкенте, подозреваемыми были признаны только организаторы. Я вложила восемь миллионов тенге, остальные люди больше. Где теперь наши деньги? Когда их нам вернут?"" - сказала вкладчица Саракуль Досмаилова.

Шымкентцы решили высказать свое недовольство судьям и потребовали дать разъяснение по громкому процессу. Недовольство пострадавших выслушал судья Аль-Фарабийского районного суда Шымкента Сабит Туреханов. По его словам, в Шымкенте на скамье подсудимых оказались четверо подозреваемых. Раскрывать личности и должности обвиняемых судья не стал, ссылаясь на тайну следствия.

""Мы не можем дать никакой информации по этому делу, так как суд еще не завершен. Дело также проходит в Актобе. Сейчас некоторые из вас жалуются на то, что вы не проходите по делу как пострадавшие. Но в моем списке вас нет, у меня в списке только 270 пострадавших, их всех мы вызывали. Значит, вы проходите по делу в Актобе, вас туда вызовут"", - объяснил судья.

По официальным данным, на сегодня больше 11 тысяч граждан числятся пострадавшими от деятельности финансовой пирамиды в Шымкенте.",0
"В Шымкенте русский драматический театр приглашает на спектакли 17-18 сентября, сообщает vera.kz

– 17 сентября в 19.00 “Слуга двух господ”, автор: К.Гольдони, комедия в 2-х действиях.

Режиссёр – постановщик: Заслуженный деятель Республики Казахстан Игорь Вербицкий

В спектакле вы увидите, как Флориндо вынужден бежать из родного города. Его возлюбленная Беатриче, переодевшись мужчиной, отправляется вслед за ним. Оба нанимают ловкого слугу Труффальдино, а тот, желая заработать, пытается скрыть, что работает сразу на двоих господ и делает всё, чтобы его хозяева не встретились…

– 18 сентября в 11.00 . Детская сказка «Маленькая история о Маленьком Муке», автор С.Астраханцев. Режиссёр – постановщик: Анатолий Петриченко

В детской сказке «Маленькая история о Маленьком Муке» волшебное превращение с танцами, красивыми песнями и  чудесными открытиями. Это сказка про мальчика, который был вынужден сам добывать себе на жизнь. Волею случая получил в свое распоряжение волшебные туфли. Был обманут падишахом, но сумел выстоять. Смог наказать своих обидчиков. И остаться самим собой.

– 18 сентября в 19.00 спектакль «Маленькие трагедии», автор: А.С.Пушкин. Режиссёр – постановщик: Алексей Шемес

«Маленькие трагедии» Пушкина  это произведение актуальное во все времена. Здесь  умело собраны все четыре трагедии А.С.Пушкина – эти, казалось бы, совершенно разные истории – в одно яркое действо, пронизанное одной важной мыслью – что есть Человек? Из чего сотканы мы – Люди? Как умещаются в нас и соседствуют друг с другом такие разные качества, как жадность и доброта, зависть и открытость, жестокость и сострадание, неверность и смирение.

Бронирование билетов: +7 701 483 9877, +7 775 438 7736, +7 776 700 1801, +7 707 122 0808, +7 778 272 6012, +7(7252) 53 03 92. Русский драматический театр в Шымкенте находится по адресу пл.Аль-Фараби, 4/2.",0
"Шымкент: Мемлекеттік бағдарламамен үй аламын деп, екі миллион теңгесінен айырылды\n\n«Мемлекеттен кезексіз үй алып беремін деп тұрғындардан заңсыз ақша алып, алаяқтық жасайтындар саны азаймай тұр.\n\n2022 жылдың 19-қазанында, кешкі сағат 20:59-да Әл-Фараби АПБ-на жергілікті жердің тұрғыны (азаматша) арызданған. Ол өз арызында, 7 жылдан бергі танысы «Шымкент қаласынан мемлекеттік бағдарлама арқылы жеңілдетілген жолмен, яғни әлеуметтік жағдайы төмен отбасыларға беріліп жатқан пәтерлердің бірін алуға көмектесемін деп, 2 000 000 (екі миллион) теңге ақшасын алаяқтық жолмен иемденіп алғанын жазып көрсеткен.\n\nАталған дерек ҚР ҚК-тің 190-бабы 1-бөлігімен (Алаяқтық) сотқа дейінгі тергеп-тексерудің бірыңғай тізіліміне тіркелді.\n\nПолиция қызметкерлері барлық қажетті шараларды қабылдап, жедел-іздестіру жұмыстарын жүргізді.\n\nНәтижесінде, тәртіп сақшылары күдікті азаматшаны екі тәулікте қала аумағынан қолға түсірді. Ол Шымкент қаласының 36 жастағы тұрғыны болып шықты.Үш баланың анасы, жұмыссыз.\n\nҚазіргі уақытта ұсталған азаматшаның алған ақшаны өз қажеттілігіне жаратып жібергені белгілі болды. Тергеу амалдары жүргізілуде.\n\nШымкент қаласы Полиция департаментінің Баспасөз қызметі\n\n**************************\n\n«Помогу в приобретении жилья: аферистку задержали в Шымкенте\n\n В Аль-Фарабийское РУП обратилась местная жительница с заявлением о мошенничестве. Со слов потерпевшей, знакомая, пообещав помочь приобрести квартиру по госпрограмме, взяла у нее 2 млн тенге. Однако, спустя время обещание не выполнила и деньги не вернула.\n \nФакт полицейские зарегистрировали по статье 190 УК РК “мошенничество”. В результате оперативно-розыскных работ стражи порядка установили подозреваемую. Ей оказалась 36-летняя жительница города.\n В настоящее время проводятся следственные действия. \n\nПресс-служба Департамента полиции города Шымкент",0
"Шымкент: Ұялы телефонын қоңырау шалуға сұрап, аз уақытта ақшасын алып кеткен түркістандық тұрғын ұсталды\n\n Көмектесемін деп, опық жеді. Қалта телефонын уақытша сұраған азаматқа қарасып, құрал қаптамасында болған қаржысынан айырылды. Оқиға Шымкент қаласында орын алған.\nАбай ауданы Полиция басқармасының «102 арнасына 26 жастағы жергілікті тұрғын арызданған. Ол өз арызында, 2022 жылдың 24-қазанында, түскі сағат 12:30 шамасында қала көшелердің бірінде бейтаныс азамат досына шұғыл қоңырау шалып алу үшін ұялы телефонын уақытша сұрап алып, оның сыртқы қабында тұрған ақшасын алаяқтық жолмен иемденіп кеткенін көрсеткен. Жалпы келтірілген шығын көлемі 30 мың теңгені құраған.\nАталған жайт ҚР ҚК-тің 190-бабының 1-бөлігімен (Алаяқтық) сотқа дейінгі тергеп-тексерудің бірыңғай тізіліміне тіркелді.\nПолиция қызметкерлері жедел-іздестіру жұмыстарын жүргізді. Нәтижесінде, 21 жастағы азамат анықталып, тиісті басқармаға жеткізілді. Ол – Түркістан облысы, Жетісай ауданының тұрғыны болып шықты. Жұмыссыз.\nТергеу барысында ұсталған азамат заңсыз әрекетке қаржыдан қысылғандықтан барғанын және бұл үшін өкінетінін жеткізді.\nӨз кезегінде, Шымкент қаласының полиция қызметкерлері бейтаныс адамдарға ұялы телефонды сеніп тапсырмауға кеңес береді.\n\nШымкент қаласы Полиция департаментінің Баспасөз қызметі\n****************\nПопросил позвонить: деньги, спрятанные в чехле телефона украли у девушки в Шымкенте\n\nВ Управление полиции Абайского района обратилась местная жительница о том, что неизвестный украл ее деньги в размере 30 тыс тг. Со слов девушки, на улице молодой мужчина попросил у нее телефон, чтобы позвонить. Получив свой мобильник обратно, девушка обнаружила пропажу наличных денег, которые она спрятала под чехлом телефона. \nПо данному сообщению оперативники незамедлительно приступили к розыскным мероприятиям. В результате полицейские задержали подозреваемого на территории города. Им оказался 21-летний житель Туркестанской области. \nВ настоящее время проводится расследование. \n\nПресс-служба ДП г.Шымкент",0
"⚡️Под председательством Генерального Прокурора Берика Асылова состоялось заседание коллегии по вопросам соблюдения законности в земельной сфере, а также при приобретении медицинских изделий.

В работе коллегии приняли участие депутаты Мажилиса Парламента, руководители министерств сельского хозяйства, экологии, геологии и природных ресурсов, здравоохранения и другие заинтересованные лица.

Открывая заседание по первому вопросу, Берик Асылов отметил, что в текущем году прокурорами государству возвращены неиспользуемые 1,5 млн га земли.
Совместно с Минсельхозом сокращен дефицит общественных пастбищ с 29 до 8 млн га. В СКО, Акмолинской и Алматинской областях 11 тысячам пайщикам возвращены свыше 500 тысяч га земель.

Проверками выявлены находящиеся в распоряжении олигополий лучшие и плодородные сельхозземли, пастбища и коммерческие участки, из которых уже изъято в пользу государства 145 тысяч га.
По итогам проверок возбуждено 56 уголовных дел в отношении должностных лиц Управлений земельных отношений и сельского хозяйства акиматов г.Шымкент, Акмолинской, Атырауской, Алматинской и Туркестанской областей, а также отдельных землепользователей ВКО, ЗКО, СКО, Мангистауской и Кызылординской регионов.

На сегодняшний день осуждено 9 виновных лиц. К примеру, в СКО к 6 годам лишения свободы осужден руководитель предприятия за мошеннические действия с землями свыше  800 пайшиков.

Берик Асылов обратил внимание на важность работы уполномоченных органов по управлению пастбищами, недопущению концентрации крупных участков в одних руках и усилению контроля за паевыми землями, исключив любые «серые» схемы, в т.ч. посредством СПК.",0
"Такое количество нарушений было зарегистрировано на дорогах Шымкента с апреля месяца.
 
Из них больше 4 тысяч нарушений коснулось внешнего вида авто, а именно тонированных стекол, 871 транспорт переоборудовали без разрешения, 202 водителя нарушили ПДД, выезжая на встречную полосу, 645 автолюбителей разъезжали без водительских прав. 
 
«Кроме того с апреля месяца через Коргау выявлены 60 авто с подложными номерами, 812 машин проехали на запрещающий сигнал светофора, 373 водителей не пропустили пешеходов. Более 2 тысяч машин водворены на штраф стоянку. Камеры регистрируют любые нарушения на дорогах по принципу нулевой терпимости», — подвели итоги в ДП Шымкента.",0
"Преступную группировку состоящую из 11 человек задержали. 
Они вербовали молодых девушек из разных городов через знакомых и соцсеть «ВКонтакте», и предлагали им работу с хорошим окладом и условиями труда. Когда те соглашались, забирали у них документы и заставляли заниматься проституцией в Шымкенте, Таразе и Туркестане. А деньги присваивали себе. 
 
«В случае непослушания применяли насилие, шантаж, штрафы и принуждали к употреблению наркотиков. Подозреваемые задержаны. Начато расследование по нескольким статьям», — говорит Шугыла Турлыбек, представитель МВД РК. 
 
Оказалось, что подобное практиковали и в Мангистауской области. Там проводят досудебное расследование по делу о похищении девушки для сексуальной эксплуатации. Факт похищения выявили во время очередного этапа операции «STOP-трафик». 
 
«Начато досудебное расследование по статье «Похищение человека с целью эксплуатации». Полицейскими установлен и задержан 43-летний мужчина, который путем применения насилия похитил 30-летнюю женщину для сексуальной эксплуатации», — говорит Шугыла Турлыбек, представитель МВД РК. 
 
Всего в рамках операции полицейские закрыли по Казахстану более 20 притонов для проституции. Говорили на брифинге в министерстве внутренних дел и о распространении синтетических наркотиков. Больше 110 кг синтетических наркотиков изъяла полиция с начала года. Это в два раза больше, чем в прошлом году. 
 
«С октября 2021 года «синтетика» приравнена к тяжелым видам наркотиков. Уголовная ответственность за их хранение наступает с 1 грамма. Задержанным грозит лишение свободы от 10 до 15 лет с конфискацией имущества», — говорит Шугыла Турлыбек, представитель МВД РК. 
 
«За 5 дней полицией выявлено 17 преступлений и 228 административных правонарушений в данной сфере. К административной ответственности привлечено 228 человек, в том числе 47 медицинских работников. Так, в Уральске в квартире полицейские изъяли 27 тыс. таблеток трамадола. Хозяйка квартиры продавала их поштучно наркопотребителям», — говорит Шугыла Турлыбек, представитель МВД РК.",0
"Жизнь Флюрика разделилась на &amp;quot;До&amp;quot; и &amp;quot;После&amp;quot;. 
Когда-то весёлый, активный щенок попал под колёса автомобиля и получил тяжелейшие травмы. Малышу пришлось вновь учиться ходить, каждый шаг давался с огромным трудом и болью. Но сейчас все это позади, лишь",0
"Прокуроры вернули государству 1,5 млн га неиспользуемых земель в 2022 году.
Под председательством Генерального прокурора Берика Асылова состоялось заседание коллегии по вопросам соблюдения законности в земельной сфере, а также при приобретении медицинских изделий. Об этом рассказали в пресс-службе Генеральной прокуратуры 9 декабря.
Открывая заседание по первому вопросу, Берик Асылов отметил, что в текущем году прокурорами государству возвращены неиспользуемые 1,5 млн га земли.
Совместно с Минсельхозом сокращен дефицит общественных пастбищ с 29 до 8 млн га. В СКО, Акмолинской и Алматинской областях 11 тысячам пайщиков возвращено свыше 500 тысяч га земель.
Проверками выявлены находящиеся в распоряжении олигополий лучшие и плодородные сельхозземли, пастбища и коммерческие участки, из которых уже изъято в пользу государства 145 тысяч га.
По итогам проверок возбуждено 56 уголовных дел в отношении должностных лиц Управлений земельных отношений и сельского хозяйства акиматов города Шымкент, Акмолинской, Атырауской, Алматинской и Туркестанской областей, а также отдельных землепользователей ВКО, ЗКО, СКО, Мангистауской и Кызылординской регионов.
На сегодняшний день осуждено 9 виновных лиц. К примеру, в СКО к 6 годам лишения свободы осужден руководитель предприятия за мошеннические действия с землями свыше 800 пайщиков.
Берик Асылов обратил внимание на важность работы уполномоченных органов по управлению пастбищами, недопущению концентрации крупных участков в одних руках и усилению контроля за паевыми землями, исключив любые «серые» схемы, в том числе посредством СПК.
Перед Министерством сельского хозяйства поставлена задача по устранению нарушений законности с составлением конкретного плана действий.
Вторым вопросом обсуждены результаты проверки деятельности ""Национального центра экспертизы лекарственных средств и медицинских изделий"".
Прокурорской проверкой выявлены факты хищения бюджетных средств и закупа некачественной медтехники по завышенным ценам.",0
